set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHtilde,dvcs
24,3,7.383,3.18,0.365,-0.47088,52.5,0.0164402,0.00132672,0.0807,-2.31939,1.57705,0.627882,0.00327998
24,4,7.383,3.18,0.365,-0.47088,67.5,0.0113461,0.00092652,0.08166,-2.31939,1.57705,0.627882,0.00327998
24,5,7.383,3.18,0.365,-0.47088,82.5,0.0110032,0.000887961,0.0807,-2.31939,1.57705,0.627882,0.00327998
24,6,7.383,3.18,0.365,-0.47088,97.5,0.00702203,0.00062138,0.08849,-2.31939,1.57705,0.627882,0.00327998
24,7,7.383,3.18,0.365,-0.47088,112.5,0.00933738,0.000859786,0.09208,-2.31939,1.57705,0.627882,0.00327998
24,8,7.383,3.18,0.365,-0.47088,127.5,0.00651752,0.000629201,0.09654,-2.31939,1.57705,0.627882,0.00327998
24,9,7.383,3.18,0.365,-0.47088,142.5,0.0067843,0.000676123,0.09966,-2.31939,1.57705,0.627882,0.00327998
24,10,7.383,3.18,0.365,-0.47088,157.5,0.00714073,0.000754132,0.10561,-2.31939,1.57705,0.627882,0.00327998
24,11,7.383,3.18,0.365,-0.47088,172.5,0.00635121,0.000692917,0.1091,-2.31939,1.57705,0.627882,0.00327998
24,12,7.383,3.18,0.365,-0.47088,187.5,0.00623759,0.000726929,0.11654,-2.31939,1.57705,0.627882,0.00327998
24,13,7.383,3.18,0.365,-0.47088,202.5,0.00650093,0.000606537,0.0933,-2.31939,1.57705,0.627882,0.00327998
24,14,7.383,3.18,0.365,-0.47088,217.5,0.00635438,0.000573228,0.09021,-2.31939,1.57705,0.627882,0.00327998
24,15,7.383,3.18,0.365,-0.47088,232.5,0.00575101,0.00058482,0.10169,-2.31939,1.57705,0.627882,0.00327998
24,16,7.383,3.18,0.365,-0.47088,247.5,0.00775094,0.000703165,0.09072,-2.31939,1.57705,0.627882,0.00327998
24,17,7.383,3.18,0.365,-0.47088,262.5,0.0085949,0.000817633,0.09513,-2.31939,1.57705,0.627882,0.00327998
24,18,7.383,3.18,0.365,-0.47088,277.5,0.00962317,0.00083558,0.08683,-2.31939,1.57705,0.627882,0.00327998
24,19,7.383,3.18,0.365,-0.47088,292.5,0.0132441,0.00108456,0.08189,-2.31939,1.57705,0.627882,0.00327998
24,20,7.383,3.18,0.365,-0.47088,307.5,0.0160611,0.00131717,0.08201,-2.31939,1.57705,0.627882,0.00327998
24,21,7.383,3.18,0.365,-0.47088,322.5,0.0227503,0.00222157,0.09765,-2.31939,1.57705,0.627882,0.00327998
24,22,7.383,3.18,0.365,-0.47088,337.5,0.0258057,0.00419497,0.16256,-2.31939,1.57705,0.627882,0.00327998
24,23,7.383,3.18,0.365,-0.47088,352.5,0.0238857,0.00840802,0.35201,-2.31939,1.57705,0.627882,0.00327998
25,0,7.383,3.18,0.364,-0.58578,7.5,0.0373546,0.0447583,1.1982,-2.19712,1.40402,0.453107,0.00274374
25,1,7.383,3.18,0.364,-0.58578,22.5,0.0230169,0.0113816,0.49449,-2.19712,1.40402,0.453107,0.00274374
25,2,7.383,3.18,0.364,-0.58578,37.5,0.0108432,0.00226622,0.209,-2.19712,1.40402,0.453107,0.00274374
25,3,7.383,3.18,0.364,-0.58578,52.5,0.0121815,0.00160553,0.1318,-2.19712,1.40402,0.453107,0.00274374
25,4,7.383,3.18,0.364,-0.58578,67.5,0.00796968,0.000828528,0.10396,-2.19712,1.40402,0.453107,0.00274374
25,5,7.383,3.18,0.364,-0.58578,82.5,0.00723186,0.00077323,0.10692,-2.19712,1.40402,0.453107,0.00274374
25,6,7.383,3.18,0.364,-0.58578,97.5,0.0061364,0.000667026,0.1087,-2.19712,1.40402,0.453107,0.00274374
25,7,7.383,3.18,0.364,-0.58578,112.5,0.00531764,0.000577389,0.10858,-2.19712,1.40402,0.453107,0.00274374
25,8,7.383,3.18,0.364,-0.58578,127.5,0.00657917,0.000659956,0.10031,-2.19712,1.40402,0.453107,0.00274374
25,9,7.383,3.18,0.364,-0.58578,142.5,0.00437059,0.000446412,0.10214,-2.19712,1.40402,0.453107,0.00274374
25,10,7.383,3.18,0.364,-0.58578,157.5,0.00517339,0.000594578,0.11493,-2.19712,1.40402,0.453107,0.00274374
25,11,7.383,3.18,0.364,-0.58578,172.5,0.00491191,0.000812135,0.16534,-2.19712,1.40402,0.453107,0.00274374
25,12,7.383,3.18,0.364,-0.58578,187.5,0.0034597,0.000584413,0.16892,-2.19712,1.40402,0.453107,0.00274374
25,13,7.383,3.18,0.364,-0.58578,202.5,0.005123,0.000553745,0.10809,-2.19712,1.40402,0.453107,0.00274374
25,14,7.383,3.18,0.364,-0.58578,217.5,0.00469484,0.000510987,0.10884,-2.19712,1.40402,0.453107,0.00274374
25,15,7.383,3.18,0.364,-0.58578,232.5,0.00516712,0.000434503,0.08409,-2.19712,1.40402,0.453107,0.00274374
25,16,7.383,3.18,0.364,-0.58578,247.5,0.00647845,0.000651862,0.10062,-2.19712,1.40402,0.453107,0.00274374
25,17,7.383,3.18,0.364,-0.58578,262.5,0.00675234,0.000690697,0.10229,-2.19712,1.40402,0.453107,0.00274374
25,18,7.383,3.18,0.364,-0.58578,277.5,0.00699017,0.000727257,0.10404,-2.19712,1.40402,0.453107,0.00274374
25,19,7.383,3.18,0.364,-0.58578,292.5,0.00889425,0.000875283,0.09841,-2.19712,1.40402,0.453107,0.00274374
25,20,7.383,3.18,0.364,-0.58578,307.5,0.0146275,0.00141858,0.09698,-2.19712,1.40402,0.453107,0.00274374
25,21,7.383,3.18,0.364,-0.58578,322.5,0.0108935,0.00159776,0.14667,-2.19712,1.40402,0.453107,0.00274374
25,22,7.383,3.18,0.364,-0.58578,337.5,0.0162165,0.00726078,0.44774,-2.19712,1.40402,0.453107,0.00274374
25,23,7.383,3.18,0.364,-0.58578,352.5,-0.774074,-27.337,35.3158,-2.19712,1.40402,0.453107,0.00274374
26,0,8.521,3.65,0.367,-0.20459,7.5,0.0260679,0.00121737,0.0467,-2.4905,2.12566,1.26632,0.0036678
26,1,8.521,3.65,0.367,-0.20459,22.5,0.0247676,0.00121312,0.04898,-2.4905,2.12566,1.26632,0.0036678
26,2,8.521,3.65,0.367,-0.20459,37.5,0.0250392,0.00119237,0.04762,-2.4905,2.12566,1.26632,0.0036678
26,3,8.521,3.65,0.367,-0.20459,52.5,0.0226262,0.00111977,0.04949,-2.4905,2.12566,1.26632,0.0036678
26,4,8.521,3.65,0.367,-0.20459,67.5,0.0203101,0.000969602,0.04774,-2.4905,2.12566,1.26632,0.0036678
26,5,8.521,3.65,0.367,-0.20459,82.5,0.0184108,0.000965647,0.05245,-2.4905,2.12566,1.26632,0.0036678
26,6,8.521,3.65,0.367,-0.20459,97.5,0.0166379,0.000847867,0.05096,-2.4905,2.12566,1.26632,0.0036678
26,7,8.521,3.65,0.367,-0.20459,112.5,0.0156294,0.000804914,0.0515,-2.4905,2.12566,1.26632,0.0036678
26,8,8.521,3.65,0.367,-0.20459,127.5,0.0148628,0.000768553,0.05171,-2.4905,2.12566,1.26632,0.0036678
26,9,8.521,3.65,0.367,-0.20459,142.5,0.0140623,0.000755148,0.0537,-2.4905,2.12566,1.26632,0.0036678
26,10,8.521,3.65,0.367,-0.20459,157.5,0.0135057,0.00075443,0.05586,-2.4905,2.12566,1.26632,0.0036678
26,11,8.521,3.65,0.367,-0.20459,172.5,0.0127165,0.000716191,0.05632,-2.4905,2.12566,1.26632,0.0036678
26,12,8.521,3.65,0.367,-0.20459,187.5,0.0148441,0.000854871,0.05759,-2.4905,2.12566,1.26632,0.0036678
26,13,8.521,3.65,0.367,-0.20459,202.5,0.0146802,0.000817686,0.0557,-2.4905,2.12566,1.26632,0.0036678
26,14,8.521,3.65,0.367,-0.20459,217.5,0.0148594,0.000824996,0.05552,-2.4905,2.12566,1.26632,0.0036678
26,15,8.521,3.65,0.367,-0.20459,232.5,0.0145295,0.000759603,0.05228,-2.4905,2.12566,1.26632,0.0036678
26,16,8.521,3.65,0.367,-0.20459,247.5,0.0157159,0.000843944,0.0537,-2.4905,2.12566,1.26632,0.0036678
26,17,8.521,3.65,0.367,-0.20459,262.5,0.0169522,0.000851341,0.05022,-2.4905,2.12566,1.26632,0.0036678
26,18,8.521,3.65,0.367,-0.20459,277.5,0.0194031,0.000930184,0.04794,-2.4905,2.12566,1.26632,0.0036678
26,19,8.521,3.65,0.367,-0.20459,292.5,0.0203916,0.000977573,0.04794,-2.4905,2.12566,1.26632,0.0036678
26,20,8.521,3.65,0.367,-0.20459,307.5,0.0225168,0.00106415,0.04726,-2.4905,2.12566,1.26632,0.0036678
26,21,8.521,3.65,0.367,-0.20459,322.5,0.0252245,0.00119186,0.04725,-2.4905,2.12566,1.26632,0.0036678
26,22,8.521,3.65,0.367,-0.20459,337.5,0.0272078,0.00131931,0.04849,-2.4905,2.12566,1.26632,0.0036678
26,23,8.521,3.65,0.367,-0.20459,352.5,0.027127,0.0012511,0.04612,-2.4905,2.12566,1.26632,0.0036678
27,0,8.521,3.65,0.367,-0.26579,7.5,0.0263412,0.00138265,0.05249,-2.47617,1.97669,1.08222,0.00321457
27,1,8.521,3.65,0.367,-0.26579,22.5,0.0239083,0.00129989,0.05437,-2.47617,1.97669,1.08222,0.00321457
27,2,8.521,3.65,0.367,-0.26579,37.5,0.0234475,0.00131845,0.05623,-2.47617,1.97669,1.08222,0.00321457
27,3,8.521,3.65,0.367,-0.26579,52.5,0.0187172,0.00103394,0.05524,-2.47617,1.97669,1.08222,0.00321457
27,4,8.521,3.65,0.367,-0.26579,67.5,0.0176229,0.000899649,0.05105,-2.47617,1.97669,1.08222,0.00321457
27,5,8.521,3.65,0.367,-0.26579,82.5,0.0139303,0.000795561,0.05711,-2.47617,1.97669,1.08222,0.00321457
27,6,8.521,3.65,0.367,-0.26579,97.5,0.0130128,0.000777647,0.05976,-2.47617,1.97669,1.08222,0.00321457
27,7,8.521,3.65,0.367,-0.26579,112.5,0.0125452,0.00077567,0.06183,-2.47617,1.97669,1.08222,0.00321457
27,8,8.521,3.65,0.367,-0.26579,127.5,0.0107592,0.000641464,0.05962,-2.47617,1.97669,1.08222,0.00321457
27,9,8.521,3.65,0.367,-0.26579,142.5,0.0092158,0.000586309,0.06362,-2.47617,1.97669,1.08222,0.00321457
27,10,8.521,3.65,0.367,-0.26579,157.5,0.00840392,0.000579534,0.06896,-2.47617,1.97669,1.08222,0.00321457
27,11,8.521,3.65,0.367,-0.26579,172.5,0.0091313,0.000624581,0.0684,-2.47617,1.97669,1.08222,0.00321457
27,12,8.521,3.65,0.367,-0.26579,187.5,0.0103252,0.000699943,0.06779,-2.47617,1.97669,1.08222,0.00321457
27,13,8.521,3.65,0.367,-0.26579,202.5,0.00981102,0.000626335,0.06384,-2.47617,1.97669,1.08222,0.00321457
27,14,8.521,3.65,0.367,-0.26579,217.5,0.0089105,0.000549778,0.0617,-2.47617,1.97669,1.08222,0.00321457
27,15,8.521,3.65,0.367,-0.26579,232.5,0.0100872,0.000656276,0.06506,-2.47617,1.97669,1.08222,0.00321457
27,16,8.521,3.65,0.367,-0.26579,247.5,0.0128646,0.000799023,0.06211,-2.47617,1.97669,1.08222,0.00321457
27,17,8.521,3.65,0.367,-0.26579,262.5,0.0127293,0.000718824,0.05647,-2.47617,1.97669,1.08222,0.00321457
27,18,8.521,3.65,0.367,-0.26579,277.5,0.0145555,0.000825877,0.05674,-2.47617,1.97669,1.08222,0.00321457
27,19,8.521,3.65,0.367,-0.26579,292.5,0.01767,0.000918489,0.05198,-2.47617,1.97669,1.08222,0.00321457
27,20,8.521,3.65,0.367,-0.26579,307.5,0.0186055,0.000994651,0.05346,-2.47617,1.97669,1.08222,0.00321457
27,21,8.521,3.65,0.367,-0.26579,322.5,0.0221678,0.00109487,0.04939,-2.47617,1.97669,1.08222,0.00321457
27,22,8.521,3.65,0.367,-0.26579,337.5,0.0250264,0.0012333,0.04928,-2.47617,1.97669,1.08222,0.00321457
27,23,8.521,3.65,0.367,-0.26579,352.5,0.025383,0.0013887,0.05471,-2.47617,1.97669,1.08222,0.00321457
28,0,8.521,3.67,0.369,-0.33034,7.5,0.0240167,0.00185409,0.0772,-2.43201,1.83592,0.914557,0.00278585
28,1,8.521,3.67,0.369,-0.33034,22.5,0.0201677,0.00166101,0.08236,-2.43201,1.83592,0.914557,0.00278585
28,2,8.521,3.67,0.369,-0.33034,37.5,0.0209263,0.00133196,0.06365,-2.43201,1.83592,0.914557,0.00278585
28,3,8.521,3.67,0.369,-0.33034,52.5,0.0158605,0.000942431,0.05942,-2.43201,1.83592,0.914557,0.00278585
28,4,8.521,3.67,0.369,-0.33034,67.5,0.0125845,0.000777721,0.0618,-2.43201,1.83592,0.914557,0.00278585
28,5,8.521,3.67,0.369,-0.33034,82.5,0.0116262,0.000751402,0.06463,-2.43201,1.83592,0.914557,0.00278585
28,6,8.521,3.67,0.369,-0.33034,97.5,0.0100492,0.000684754,0.06814,-2.43201,1.83592,0.914557,0.00278585
28,7,8.521,3.67,0.369,-0.33034,112.5,0.00812436,0.000570574,0.07023,-2.43201,1.83592,0.914557,0.00278585
28,8,8.521,3.67,0.369,-0.33034,127.5,0.00760457,0.000534145,0.07024,-2.43201,1.83592,0.914557,0.00278585
28,9,8.521,3.67,0.369,-0.33034,142.5,0.00779291,0.000581429,0.07461,-2.43201,1.83592,0.914557,0.00278585
28,10,8.521,3.67,0.369,-0.33034,157.5,0.0070376,0.000498473,0.07083,-2.43201,1.83592,0.914557,0.00278585
28,11,8.521,3.67,0.369,-0.33034,172.5,0.00810881,0.000608728,0.07507,-2.43201,1.83592,0.914557,0.00278585
28,12,8.521,3.67,0.369,-0.33034,187.5,0.00697842,0.000511518,0.0733,-2.43201,1.83592,0.914557,0.00278585
28,13,8.521,3.67,0.369,-0.33034,202.5,0.0070045,0.00051371,0.07334,-2.43201,1.83592,0.914557,0.00278585
28,14,8.521,3.67,0.369,-0.33034,217.5,0.00723462,0.000540209,0.07467,-2.43201,1.83592,0.914557,0.00278585
28,15,8.521,3.67,0.369,-0.33034,232.5,0.00820585,0.000580974,0.0708,-2.43201,1.83592,0.914557,0.00278585
28,16,8.521,3.67,0.369,-0.33034,247.5,0.00946787,0.00062024,0.06551,-2.43201,1.83592,0.914557,0.00278585
28,17,8.521,3.67,0.369,-0.33034,262.5,0.00977496,0.000650328,0.06653,-2.43201,1.83592,0.914557,0.00278585
28,18,8.521,3.67,0.369,-0.33034,277.5,0.0126065,0.000768997,0.061,-2.43201,1.83592,0.914557,0.00278585
28,19,8.521,3.67,0.369,-0.33034,292.5,0.0140666,0.000797717,0.05671,-2.43201,1.83592,0.914557,0.00278585
28,20,8.521,3.67,0.369,-0.33034,307.5,0.0163395,0.000895403,0.0548,-2.43201,1.83592,0.914557,0.00278585
28,21,8.521,3.67,0.369,-0.33034,322.5,0.0179743,0.00103909,0.05781,-2.43201,1.83592,0.914557,0.00278585
28,22,8.521,3.67,0.369,-0.33034,337.5,0.0209623,0.00140741,0.06714,-2.43201,1.83592,0.914557,0.00278585
28,23,8.521,3.67,0.369,-0.33034,352.5,0.0218275,0.00159231,0.07295,-2.43201,1.83592,0.914557,0.00278585
29,0,8.521,3.68,0.37,-0.39252,7.5,0.0207537,0.00283122,0.13642,-2.37858,1.71407,0.777723,0.00246876
29,1,8.521,3.68,0.37,-0.39252,22.5,0.0178865,0.0022478,0.12567,-2.37858,1.71407,0.777723,0.00246876
29,2,8.521,3.68,0.37,-0.39252,37.5,0.0162455,0.00165526,0.10189,-2.37858,1.71407,0.777723,0.00246876
29,3,8.521,3.68,0.37,-0.39252,52.5,0.011026,0.00083401,0.07564,-2.37858,1.71407,0.777723,0.00246876
29,4,8.521,3.68,0.37,-0.39252,67.5,0.0110529,0.000784645,0.07099,-2.37858,1.71407,0.777723,0.00246876
29,5,8.521,3.68,0.37,-0.39252,82.5,0.00779745,0.000591827,0.0759,-2.37858,1.71407,0.777723,0.00246876
29,6,8.521,3.68,0.37,-0.39252,97.5,0.00810165,0.000624151,0.07704,-2.37858,1.71407,0.777723,0.00246876
29,7,8.521,3.68,0.37,-0.39252,112.5,0.00803666,0.000668972,0.08324,-2.37858,1.71407,0.777723,0.00246876
29,8,8.521,3.68,0.37,-0.39252,127.5,0.00642516,0.000513499,0.07992,-2.37858,1.71407,0.777723,0.00246876
29,9,8.521,3.68,0.37,-0.39252,142.5,0.00568921,0.000511346,0.08988,-2.37858,1.71407,0.777723,0.00246876
29,10,8.521,3.68,0.37,-0.39252,157.5,0.00621092,0.000523518,0.08429,-2.37858,1.71407,0.777723,0.00246876
29,11,8.521,3.68,0.37,-0.39252,172.5,0.00577222,0.000489023,0.08472,-2.37858,1.71407,0.777723,0.00246876
29,12,8.521,3.68,0.37,-0.39252,187.5,0.00561433,0.000484123,0.08623,-2.37858,1.71407,0.777723,0.00246876
29,13,8.521,3.68,0.37,-0.39252,202.5,0.00628812,0.00053034,0.08434,-2.37858,1.71407,0.777723,0.00246876
29,14,8.521,3.68,0.37,-0.39252,217.5,0.00592886,0.000477747,0.08058,-2.37858,1.71407,0.777723,0.00246876
29,15,8.521,3.68,0.37,-0.39252,232.5,0.00581763,0.000485074,0.08338,-2.37858,1.71407,0.777723,0.00246876
29,16,8.521,3.68,0.37,-0.39252,247.5,0.00763333,0.000648375,0.08494,-2.37858,1.71407,0.777723,0.00246876
29,17,8.521,3.68,0.37,-0.39252,262.5,0.00763454,0.000545411,0.07144,-2.37858,1.71407,0.777723,0.00246876
29,18,8.521,3.68,0.37,-0.39252,277.5,0.00917803,0.000709461,0.0773,-2.37858,1.71407,0.777723,0.00246876
29,19,8.521,3.68,0.37,-0.39252,292.5,0.0117996,0.000781367,0.06622,-2.37858,1.71407,0.777723,0.00246876
29,20,8.521,3.68,0.37,-0.39252,307.5,0.0135157,0.000908392,0.06721,-2.37858,1.71407,0.777723,0.00246876
29,21,8.521,3.68,0.37,-0.39252,322.5,0.0132964,0.00116782,0.08783,-2.37858,1.71407,0.777723,0.00246876
29,22,8.521,3.68,0.37,-0.39252,337.5,0.0206807,0.00206725,0.09996,-2.37858,1.71407,0.777723,0.00246876
29,23,8.521,3.68,0.37,-0.39252,352.5,0.0225607,0.00296019,0.13121,-2.37858,1.71407,0.777723,0.00246876
30,0,8.521,3.68,0.37,-0.48052,7.5,0.0198121,0.00687578,0.34705,-2.29327,1.56134,0.614983,0.00213029
30,1,8.521,3.68,0.37,-0.48052,22.5,0.0214503,0.00626199,0.29193,-2.29327,1.56134,0.614983,0.00213029
30,2,8.521,3.68,0.37,-0.48052,37.5,0.0128723,0.0018643,0.14483,-2.29327,1.56134,0.614983,0.00213029
30,3,8.521,3.68,0.37,-0.48052,52.5,0.0102845,0.000861947,0.08381,-2.29327,1.56134,0.614983,0.00213029
30,4,8.521,3.68,0.37,-0.48052,67.5,0.00754001,0.000550044,0.07295,-2.29327,1.56134,0.614983,0.00213029
30,5,8.521,3.68,0.37,-0.48052,82.5,0.00640527,0.000479242,0.07482,-2.29327,1.56134,0.614983,0.00213029
30,6,8.521,3.68,0.37,-0.48052,97.5,0.00621891,0.000482339,0.07756,-2.29327,1.56134,0.614983,0.00213029
30,7,8.521,3.68,0.37,-0.48052,112.5,0.00514967,0.000391014,0.07593,-2.29327,1.56134,0.614983,0.00213029
30,8,8.521,3.68,0.37,-0.48052,127.5,0.00486433,0.000357625,0.07352,-2.29327,1.56134,0.614983,0.00213029
30,9,8.521,3.68,0.37,-0.48052,142.5,0.00412281,0.00030381,0.07369,-2.29327,1.56134,0.614983,0.00213029
30,10,8.521,3.68,0.37,-0.48052,157.5,0.00463867,0.000368218,0.07938,-2.29327,1.56134,0.614983,0.00213029
30,11,8.521,3.68,0.37,-0.48052,172.5,0.00441236,0.000372139,0.08434,-2.29327,1.56134,0.614983,0.00213029
30,12,8.521,3.68,0.37,-0.48052,187.5,0.00389813,0.000298869,0.07667,-2.29327,1.56134,0.614983,0.00213029
30,13,8.521,3.68,0.37,-0.48052,202.5,0.0039321,0.0002826,0.07187,-2.29327,1.56134,0.614983,0.00213029
30,14,8.521,3.68,0.37,-0.48052,217.5,0.0048783,0.000366263,0.07508,-2.29327,1.56134,0.614983,0.00213029
30,15,8.521,3.68,0.37,-0.48052,232.5,0.00484931,0.000348083,0.07178,-2.29327,1.56134,0.614983,0.00213029
30,16,8.521,3.68,0.37,-0.48052,247.5,0.00469726,0.000332801,0.07085,-2.29327,1.56134,0.614983,0.00213029
30,17,8.521,3.68,0.37,-0.48052,262.5,0.00549578,0.000382891,0.06967,-2.29327,1.56134,0.614983,0.00213029
30,18,8.521,3.68,0.37,-0.48052,277.5,0.00646843,0.000459323,0.07101,-2.29327,1.56134,0.614983,0.00213029
30,19,8.521,3.68,0.37,-0.48052,292.5,0.00760206,0.000521273,0.06857,-2.29327,1.56134,0.614983,0.00213029
30,20,8.521,3.68,0.37,-0.48052,307.5,0.00934978,0.000720962,0.07711,-2.29327,1.56134,0.614983,0.00213029
30,21,8.521,3.68,0.37,-0.48052,322.5,0.0126441,0.00134912,0.1067,-2.29327,1.56134,0.614983,0.00213029
30,22,8.521,3.68,0.37,-0.48052,337.5,0.0128547,0.00373376,0.29046,-2.29327,1.56134,0.614983,0.00213029
30,23,8.521,3.68,0.37,-0.48052,352.5,0.00222183,0.00118537,0.53351,-2.29327,1.56134,0.614983,0.00213029
31,0,10.591,4.53,0.369,-0.20942,7.5,0.0139939,0.000730481,0.0522,-2.48367,2.1133,1.25206,0.00194791
31,1,10.591,4.53,0.369,-0.20942,22.5,0.0138877,0.000741605,0.0534,-2.48367,2.1133,1.25206,0.00194791
31,2,10.591,4.53,0.369,-0.20942,37.5,0.014086,0.000756279,0.05369,-2.48367,2.1133,1.25206,0.00194791
31,3,10.591,4.53,0.369,-0.20942,52.5,0.0128288,0.000687879,0.05362,-2.48367,2.1133,1.25206,0.00194791
31,4,10.591,4.53,0.369,-0.20942,67.5,0.0120283,0.000666848,0.05544,-2.48367,2.1133,1.25206,0.00194791
31,5,10.591,4.53,0.369,-0.20942,82.5,0.0104684,0.000568748,0.05433,-2.48367,2.1133,1.25206,0.00194791
31,6,10.591,4.53,0.369,-0.20942,97.5,0.0108367,0.000663423,0.06122,-2.48367,2.1133,1.25206,0.00194791
31,7,10.591,4.53,0.369,-0.20942,112.5,0.00928439,0.00054388,0.05858,-2.48367,2.1133,1.25206,0.00194791
31,8,10.591,4.53,0.369,-0.20942,127.5,0.00809211,0.000474117,0.05859,-2.48367,2.1133,1.25206,0.00194791
31,9,10.591,4.53,0.369,-0.20942,142.5,0.00809422,0.00049051,0.0606,-2.48367,2.1133,1.25206,0.00194791
31,10,10.591,4.53,0.369,-0.20942,157.5,0.00712712,0.000444162,0.06232,-2.48367,2.1133,1.25206,0.00194791
31,11,10.591,4.53,0.369,-0.20942,172.5,0.00685397,0.000443177,0.06466,-2.48367,2.1133,1.25206,0.00194791
31,12,10.591,4.53,0.369,-0.20942,187.5,0.00831372,0.000525178,0.06317,-2.48367,2.1133,1.25206,0.00194791
31,13,10.591,4.53,0.369,-0.20942,202.5,0.00784633,0.000481764,0.0614,-2.48367,2.1133,1.25206,0.00194791
31,14,10.591,4.53,0.369,-0.20942,217.5,0.00862784,0.000528369,0.06124,-2.48367,2.1133,1.25206,0.00194791
31,15,10.591,4.53,0.369,-0.20942,232.5,0.00947389,0.000577244,0.06093,-2.48367,2.1133,1.25206,0.00194791
31,16,10.591,4.53,0.369,-0.20942,247.5,0.00928042,0.000547545,0.059,-2.48367,2.1133,1.25206,0.00194791
31,17,10.591,4.53,0.369,-0.20942,262.5,0.0095742,0.00055157,0.05761,-2.48367,2.1133,1.25206,0.00194791
31,18,10.591,4.53,0.369,-0.20942,277.5,0.00989493,0.000557084,0.0563,-2.48367,2.1133,1.25206,0.00194791
31,19,10.591,4.53,0.369,-0.20942,292.5,0.0129607,0.000691972,0.05339,-2.48367,2.1133,1.25206,0.00194791
31,20,10.591,4.53,0.369,-0.20942,307.5,0.0125225,0.000663815,0.05301,-2.48367,2.1133,1.25206,0.00194791
31,21,10.591,4.53,0.369,-0.20942,322.5,0.0140514,0.000720698,0.05129,-2.48367,2.1133,1.25206,0.00194791
31,22,10.591,4.53,0.369,-0.20942,337.5,0.0143287,0.000715001,0.0499,-2.48367,2.1133,1.25206,0.00194791
31,23,10.591,4.53,0.369,-0.20942,352.5,0.0148417,0.000769095,0.05182,-2.48367,2.1133,1.25206,0.00194791
32,0,10.591,4.55,0.37,-0.27194,7.5,0.0141595,0.00086033,0.06076,-2.46313,1.96259,1.06372,0.00168195
32,1,10.591,4.55,0.37,-0.27194,22.5,0.0124826,0.000786281,0.06299,-2.46313,1.96259,1.06372,0.00168195
32,2,10.591,4.55,0.37,-0.27194,37.5,0.0105943,0.000679096,0.0641,-2.46313,1.96259,1.06372,0.00168195
32,3,10.591,4.55,0.37,-0.27194,52.5,0.0114319,0.000714378,0.06249,-2.46313,1.96259,1.06372,0.00168195
32,4,10.591,4.55,0.37,-0.27194,67.5,0.00970804,0.000600054,0.06181,-2.46313,1.96259,1.06372,0.00168195
32,5,10.591,4.55,0.37,-0.27194,82.5,0.00909936,0.000584998,0.06429,-2.46313,1.96259,1.06372,0.00168195
32,6,10.591,4.55,0.37,-0.27194,97.5,0.00729181,0.000494968,0.06788,-2.46313,1.96259,1.06372,0.00168195
32,7,10.591,4.55,0.37,-0.27194,112.5,0.00716573,0.000491283,0.06856,-2.46313,1.96259,1.06372,0.00168195
32,8,10.591,4.55,0.37,-0.27194,127.5,0.00640657,0.000431803,0.0674,-2.46313,1.96259,1.06372,0.00168195
32,9,10.591,4.55,0.37,-0.27194,142.5,0.0055983,0.000380628,0.06799,-2.46313,1.96259,1.06372,0.00168195
32,10,10.591,4.55,0.37,-0.27194,157.5,0.00614739,0.000419006,0.06816,-2.46313,1.96259,1.06372,0.00168195
32,11,10.591,4.55,0.37,-0.27194,172.5,0.0054747,0.000391277,0.07147,-2.46313,1.96259,1.06372,0.00168195
32,12,10.591,4.55,0.37,-0.27194,187.5,0.00571712,0.000395968,0.06926,-2.46313,1.96259,1.06372,0.00168195
32,13,10.591,4.55,0.37,-0.27194,202.5,0.00633196,0.000476163,0.0752,-2.46313,1.96259,1.06372,0.00168195
32,14,10.591,4.55,0.37,-0.27194,217.5,0.00657132,0.000428976,0.06528,-2.46313,1.96259,1.06372,0.00168195
32,15,10.591,4.55,0.37,-0.27194,232.5,0.0070782,0.00050871,0.07187,-2.46313,1.96259,1.06372,0.00168195
32,16,10.591,4.55,0.37,-0.27194,247.5,0.00694042,0.000493048,0.07104,-2.46313,1.96259,1.06372,0.00168195
32,17,10.591,4.55,0.37,-0.27194,262.5,0.00770777,0.000515265,0.06685,-2.46313,1.96259,1.06372,0.00168195
32,18,10.591,4.55,0.37,-0.27194,277.5,0.00791849,0.000503378,0.06357,-2.46313,1.96259,1.06372,0.00168195
32,19,10.591,4.55,0.37,-0.27194,292.5,0.00955961,0.000539162,0.0564,-2.46313,1.96259,1.06372,0.00168195
32,20,10.591,4.55,0.37,-0.27194,307.5,0.0105591,0.000610212,0.05779,-2.46313,1.96259,1.06372,0.00168195
32,21,10.591,4.55,0.37,-0.27194,322.5,0.0117757,0.000654966,0.05562,-2.46313,1.96259,1.06372,0.00168195
32,22,10.591,4.55,0.37,-0.27194,337.5,0.0138349,0.000828155,0.05986,-2.46313,1.96259,1.06372,0.00168195
32,23,10.591,4.55,0.37,-0.27194,352.5,0.0119584,0.000752065,0.06289,-2.46313,1.96259,1.06372,0.00168195
33,0,10.591,4.57,0.372,-0.33557,7.5,0.0123488,0.00123661,0.10014,-2.41794,1.82518,0.9029,0.00146648
